text,label,article_id
"'E rivoltuse 'e Stabbia stavano a Gragnano accusì facettero a nu centro urbano ca venne chiammato  Granianum , nomme pussibbelmente ca vene d a  gens Grania  ca aveva pussedimiente accà.",1,5732
Malonno è nu comune 'e 3326 'e abitante d''a pruvincia 'e Brescia.,1,10856
"vene addicere chine chine d'acqua, nfuse sin'all'ossa !  A' cammenà sott'à stu sole me sente tutte mpurpate è surore !",1,61628
"poem Comm’è bella ‘a muntagna stanotte, Bella accussi nun l’aggio vista maie!",1,6755
'O rre mannaje azzò 'o cardenale Ruffo cu n'asercito pe' pruvà a cunquestà Napule.,1,60965
Cu 'a scuadra nazzionale vencette 'a medaglia d'oro durante 'e juoche olimpiche 'e Helsinki 'int' 'o 52.,1,59726
Spino d'Adda è nu comune 'e 6533 crestiane d''a pruvincia 'e Cremona.,1,13894
"San Carlo all'Arena è nu rione 'e Napule, parte d'â Municipalità III, co rione Stella.",1,63187
Asceva 'a na fonte do Comune 'o Chiatamone a 21 gradi.,1,64942
Macerata Campania è nu comune 'e 10.124 'e abetante d''a pruvincia 'e Caserta.,1,5760
"'A zona cchiù bella da litoranea sta dint'â frazzione 'e Santa Maria la Bruna, ma pur'a Leopardi è bella.",1,6088
"Se truova a redduosso 'e scarrupe, ncopp' arvere ma pure dint' 'e sottobosche aumbruse.",1,18476
È gle tèrze é lúteme mése e gl'autunne dénd'a gle misfère boriale é de la primavéra dénd'a quigle auštrale.,1,61414
'O significato da parola.,1,6941
"Music of the Sun è 'o primmo album da cantante pop barbadiana Rihanna, pubbrecata 'o 29 'e aùsto 2005.",1,59495
Dogna è nu comune 'e 259 'e abitante d''a pruvincia 'e Udine.,1,9701
'O nomme sujo vene 'a nu vescuvo franzese.,1,5934
"Scampìa è nu rione 'e Napule, addò nce stanno 'e casa quase 50.000 perzone;",1,1954
Santo Stefano di Magra è nu comune 'e 8368 crestiane d''a pruvincia 'e La Spezia.,1,13497
Cammarata è nu comune 'e 6.391 abitante d''a pruvincia 'e Agrigento.,1,8369
Mozzate è nu comune 'e 7396 crestiane d a pruvincia 'e Como.,1,11587
Vénge chi rrèsc a scennà la prèta cchiù lendane.,1,61896
Praso è nu comune 'e 370 crestiane d''a pruvincia 'e Trento.,1,12501
"Saas Almagell è nu comune 'e 381 crestiane d o Cantone Vallese, Sguizzera.",1,60197
Cícciane gl mése appriéss a la sémmena.,1,62185
Luson è nu comune 'e 1.457 'e abitante d''a pruvincia 'e Bolzano.,1,10783
"Dint'ô 1866 ll'aunirono co Comune è Chiaiano, co regio decreto d'ô 1925 pigliaie pùre 'e viecchie comune Marianella e Mmiano.",1,63169
Ma ciert študius dícënë ca faštima è gl 24 ë sëttiembr.,1,60839
c'èvane iute a nasconne dende arre cuastiélle della Rocca.,1,12811
Bulligny è nu comune da Franza che appartiene 'a regione franzese ro' Meurthe-et-Moselle.,1,57154
"Frattaminore è nu comune 'e 16mila 'e abitante d''a pruvincia 'e Napule, 'into ll'hinterland afravolese.",1,5716
'O 15 'e settembre è 'o 258° juorno 'e ll'anno secunno 'o calannario greguriano .,1,1369
"‘E parole, scritte d’o poeta int’all’urdime juorne d’o 1899, fujeno musicate dint’a vintiquatt’ore da Eduardo Di Capua, ‘o famoso autore d’‘O sole mio, tra ‘o 1 e ‘o 2 ‘e gennaio d’o 1900.",1,5177
Ll'Amereca è nu cuntinente ca cumprenne 'e seguente state:,1,58758
Ll'anno 57 firmaje nu cuntratto cu ll'Espanyol 'e Spagna e po se ne jette a ghiucà p' 'o Real Madrid addò jucaje 'a ll'anno 58 fin' 'o 66.,1,59726
"Lu stipone o stipo è nu mobbile de la cucina ca se ausava per cunservare pane, furmagio, sopressate e tutte le ccose pè mangià.",1,58624
Gl'ute è l'artechelazione de gle mèmbre seperiore che riogne vracce é nnanzevracce.,1,62667
San Giovanni Ilarione è nu comune 'e 4868 crestiane d a pruvincia 'e Verona.,1,13173
'A Sicunna guerra munniale.,1,5564
"'O gruppo avette 'o nomme suojo 'int'ô Renascimiento, cu 'a primma zittazzione d'ô 1636 rint'a nu puema 'e Francesco Zucchi 'e Montereale.",1,60701
"via Pusilleco, via Francesco Petrarca, via Pascoli e via Alessandro Manzoni Sport.",1,1458
Bard è nu comune 'e 134 crestiane d''a Valle d'Aosta.,1,7771
"'O grande artista tornaje a Milano into o' 1506, chiamato ra ô guvernature francese Charles d'Ambroise, e venette annominato pitture 'e corte d'ô rrè 'e Franza.",1,57294
Massignano è nu comune 'e 1588 'e abitante d''a pruvincia 'e Ascoli Piceno.,1,10996
"ô 2004 mettette mana mmece ô  sequel  'e  GunBuster ,  DieBuster .",1,64522
Davagna è nu comune 'e 1781 'e abitante d''a pruvincia 'e Genova.,1,9658
Cerenzia è nu comune 'e 1371 'e abitante d''a pruvincia 'e Crotone.,1,9100
"Ô 2002 addeventaje campione r'o munno chiù ambresse 'e seje Grandi Premi r'a fina, sagglienno 'ncopp'o podio 'nt'a tutt'e gare 'e chill'anno.",1,64506
"Shamshel, chiammato purzì Shamshiel, jè 'o quarto Agnelo.",1,64505
"Aroppo, tutt'ô vallone d'â Sanità vennette addedecato pe seppellì 'e muorti:",1,63171
Pieve di Bono è nu comune 'e 1397 crestiane d''a pruvincia 'e Trento.,1,12225
"'O nazzismo , opposte 'e suggialismo 'nternazziunale 'e stampo marxista.",1,25870
Gazzaniga è nu comune 'e 5005 'e abitante d''a pruvincia 'e Bergamo.,1,10173
È 'a 21ª lengua nfra 'e lengue pe nummero 'e parlante d o munno e a l'Italia so' 58 miliune 'e cristiane c'â parlano.,1,57293
"'O 9 'e majo 1978 fuje acciso pe nu corpo 'e pistola e lassato dint'a na machina, aroppo avé passato 51 gghiuorne 'e presonia.",1,65215
Castellamonte è nu comune 'e 9298 'e abitante d a pruvincia 'e Torino.,1,8837
Tornata è nu comune 'e 520 crestiane d''a pruvincia 'e Cremona.,1,14131
Chi tè ne buone puorche tè ne buon'uorte.,1,64299
"Int'ô 2024, se aunì a Sguezia, dint'ô cuntesto d a 'Mmasione russa 'e ll'Ucraina.",1,57567
Ammancano 262 journe pa fine 'e ll'anno.,1,1641
'O ciardino serve pe' se spassà ncopp'a nu spazio verde.,1,6897
Chiaiano-Marianella è na stazzione d'a linea 1 d'a metrupulitana 'e Napule.,1,65638
San Paolo Cervo è nu comune 'e 146 crestiane d''a pruvincia 'e Biella.,1,13269
Bruville è nu comune da Franza che appartiene 'a regione franzese ro' Meurthe-et-Moselle.,1,57152
"'A Supercoppa UEFA, canusciuta sulamente comme Supercoppa europea o Supercoppa, è 'na cumpetizzione annuale europea, organizzata d a UEFA.",1,64376
In majo d' 'o 2009 ha pubblicato 'o primmo libbro di puesia catalana con 'o titolo  Vermells .,1,26330
"'A Fiorentina ha vinciuto 2 Scudette, 6 Coppe Nazzionale, na Supercoppa 'taliana e na Coppa  e Coppe.",1,59914
"Urdemamente teniva o locale '66, ;",1,65866
Bruino è nu comune 'e 7928 'e abitante d a pruvincia 'e Torino.,1,8193
Moglia è nu comune 'e 5827 'e abitante d''a pruvincia 'e Mantova.,1,11189
"Chelin è na frazzione d''o comune 'e Lens, 'int'ô ,distretto 'e Sierre in Vallese, Sguizzera.",1,58802
Gl du cunnemiénd puonn èss arrecchite che na rattata de casce de pècura.,1,62493
Nairobi è 'a capitale ro Kenya.,1,62889
"Fijo 'e nu banchiere e na cummessa 'e na puteca, â ll'aità 'e riece anne trazette nt'ô munno ro doppiaggio grazzi'ê sore Barbara De Bortoli e Federica De Bortoli.",1,64504
E 'o seconno santo dde Isule Canarie aroppo santo Hermano Pedro.,1,63173
Montorfano è nu comune 'e 2489 'e abitante d a pruvincia 'e Como.,1,11509
"E ddate stabilite a ll'UER fuine o 19, o 21 e o 23 e maje.",1,62928
"Puonne chengorre affin'a ne másseme de gle 20% ate varietà d'uva a váchera néra, no aremátece, che ze puonne cheltevà dénd'a la reggione Lazie é iscritte dénd'a gle Reggište Nazienale de le varietà de vite pe uve da vine.",1,62240
Se dimette 'o 14 'e jennaro 2015.,1,11135
San Nazario  è nu comune 'e 1787 crestiane d''a pruvincia 'e Vicenza.,1,13255
Vignolo è nu comune 'e 2054 crestiane d''a pruvincia 'e Cuneo.,1,14644
Urbania è nu comune 'e 6804 crestiane d''a pruvincia 'e Pesaro e Urbino.,1,14342
"Gl bburië ë Gallëniar è nëmmënat pë la prima vòta a gl 1023, è štat chëštruit, faštima, da gl cond ë Sòra.",1,60679
Ammancano 206 journe pa fine 'e ll'anno.,1,1696
"'A pizza è nu piatto tipico napulitano, forze, 'o cchiù canusciuto e cunzumato int' 'o munno.",1,6961
È stato presiriente d o Cunsiglio d e Meníste d a Repubbreca Taliana.,1,64285
'O 16 'e jennaro è 'o 16° juorno 'e ll'anno secunno 'o calannario greguriano.,1,1555
Bologna è nu comune 'e 392'696 'e abitante d''a pruvincia 'e Bologna.,1,7990
"Së viev abbrëscuëlit e macëniat, puonn èss chënzëmuat comm a gl cafè.",1,61188
"Dint'ô 1971-1972 vinze 'a 15a Liga, e dint'ô 1973-1974 'a coppa d o Generale.",1,64364
La cama  è ne sottepredòtt che ne vè da la fatiatura de gl ceriale é è chembòšta da tutt le vrattie che renghiúdene le váchera.,1,62672
'O 17 'e jennaro è 'o 17° juorno 'e ll'anno secunno 'o calannario greguriano.,1,1556
Masi  è nu comune 'e 1800 'e abitante d''a pruvincia 'e Padova.,1,10975
Bordolano è nu comune 'e 567 'e abitante d''a pruvincia 'e Cremona.,1,8024
"Fuje nommenato comme corpevole d''e macielle 'e Sabra e Shatila, int'ô Libbano, e fosse stato judecato pe sta causa, aizata d''e pariente ammazzate int'a stu maciello, si nun fosse ca int'ô Belge cagnajeno 'a legge, ca tanno nun permetteva miettere npruciesso cettadine si nun erano belge.",1,60462
Guasila è nu comune 'e 2968 'e abitante d''a pruvincia 'e Cagliari.,1,10402
"Vene 'mpurtato n'Talia a sciuocche, felato, tegnuto, trasfurmato 'ccà o riespurtato.",1,63334
"Èrva annuale, áveta 20-50 razz.",1,61234
È cunzederate une de gle cchiù fòrte púggele d'Etalia d'ogne tiémbe.,1,61967
Bulgarograsso è nu comune 'e 2.984 'e abitante d a pruvincia 'e Como.,1,8223
Corana è nu comune 'e 790 'e abitante d''a pruvincia 'e Pavia.,1,9458
'O 27 'e abbrile è 'o 117° juorno 'e ll'anno secunno 'o calannario greguriano .,1,1655
Ammancano 331 journe pa fine 'e ll'anno .,1,1572
Garfield è na cità d o Stato d o New Jersey int'e State Aunite d'Amereca.,1,65514
"Vennettero mprestate varie proposte, 'o prugietto ca vencette fu chello 'e ll'ingegniere Emmanuele Rocco, ca venette poi cagnato 'a Ernesto 'e Mauro.",1,57414
Inverso Pinasca è nu comune 'e 659 'e abitante d''a pruvincia 'e Torino.,1,10441
Bortigiadas è nu comune 'e 896 'e abitante d''a pruvincia 'e Olbia-Tempio.,1,8082
"A., canusciuta anche comme A.S. Roma o, cchiù sempricemiente, Roma, è na squadra 'e pallone ppe azzione taliana cu sede a Romma, funnata dint'ô 1927, cca ppe 'a staggione 2017-18 milita dint'â massima divisione d o campiunato taliano 'e pallone.",1,60112
'A ferruvia Napule–Puortece fuje 'a primma linea 'e ferruvia ca se criaje int''o Regno d''e,1,56912
"Quanne ce sune, c'è poca nive.",1,12396
Celleno è nu comune 'e 1339 'e abitante d''a pruvincia 'e Viterbo.,1,9064
Teolo è nu comune 'e 8.441 crestiane d''a pruvincia 'e Padova.,1,14031
Ciminna è nu comune 'e 4016 'e abitante d''a pruvincia 'e Palermo.,1,9249
Castel Colonna è nu comune 'e 961 'e abitante d''a pruvincia 'e Ancona.,1,8768
Campagna Lupia è nu comune 'e 6.288 crestiane d''a pruvincia 'e Venezia.,1,8372
La cucciarda  è ne cegliucc passereform e la famiglia e l'Alaudide Descrezzione.,1,61300
Nommenato da papa Francesco vescuvo 'e Mondovì fuje ordinato 'o 11 'e nuvembre 2017 d o vescuvo Maurizio Malvestiti.,1,62971
Salvatore Fergola  fuje nu pettore taliano.,1,19856
"'O terretuorio suojo è muntuoso, tanto ca pure 'o capuluoco se truova a 721 m., 'o tierzo aroppo Putenza e Enna nfra 'e capuluoche 'e ll'Italia.",1,60697
Monteciccardo è nu comune 'e 1626 'e abitante d''a pruvincia 'e Pesaro e Urbino.,1,11374
Ncoppa stràta se vereno 'o Palazzo Lattuada e 'o Triatro Bracco;,1,63167
Casalzuigno è nu comune 'e 1207 'e abitante d''a pruvincia 'e Varese.,1,8688
Giuggianello è nu comune 'e 1284 'e abitante d''a pruvincia 'e Lecce.,1,10251
"Dint'ô 1947-1948 vinze 'a primma Coppa Eva Duarte e vinze, dd o 1953 'o 1955 2 campiunati 'e Spagna, e 'na Coppa Latina.",1,64364
"L obiettivo d e tre amice, rispettivamente nterpretato ra Luisana Lopilato, Benjamín Rojas e Fabián Mazzei, è chello 'e scuprire l aubicazzione 'e nu tesoro, 'o Alma Pirata, ppe ripulire 'a memoria d e loro patre, continuà cu 'a Alma e, nun appena vengono a sapé l omicidio d e loro patre, cercheranno continuamiente chisto tesoro.",1,27539
Cissone è nu comune 'e 100 'e abitante d''a pruvincia 'e Cuneo.,1,9280
L’Araldo del Sud-Napoli- 1971 DIMANE –Ed.,1,1407
"'O voivodato se truova 'int'ô centro-nord d''o territorio pulacco e è stato creato 'int'â riforma d''o 1999 d''a fusione d''e Voivodate 'e Bydgoszcz, 'e Toruń e 'e Wloclawek.",1,21047
"'O re stisso, facenno vedere cchiù curraggio d' 'e suje surdate, se lanzaje ê francise che l'ammazzajeno.",1,6199
"'A culonna sonora 'e Fifty Shades of Grey accucchia divierze museciste,  Love Me Like You Do  'a Ellie Goulding, è 'o brano princepe r' 'a compilation, addò s'apprisentano 16 canzune, nfra chiste, canzune d' 'e Rolling Stones, Frank Sinatra e Annie Lennox.",1,61571
Belluno è nu comune 'e 36112 'e abitante d a pruvincia 'e Belluno.,1,7856
Perledo è nu comune 'e 874 crestiane d''a pruvincia 'e Lecco.,1,12093
"Si magno pasta e ccicere, nzieme cu dduie fasule, è nu piacere a ssèntere comme scrurreggia 'o culo.",1,26051
'A partita fernette 6-0 p' 'o Beşiktaş.,1,57389
"Cu' ll'occupazzione taliana d'ô Lazio e 'e Romma, Francesco e Maria Sofia avetteno a lassà pure chesta cetà e appriesso se spartetteno  de facto .",1,60995
'A canzona se chiamma  Paura che passa .,1,18064
'O nomme vene d'â cuntrazzione 'e  secunno  e  miglio  pecché 'a zona steva ncopp'â secunna preta ca segnava 'a distanza ncopp'â via 'e Capua.,1,24157
"Chistu ente po' essere descritto comm 'a n' onda d'o campo elettromagnetico, o pure comm a nu flusso 'e particelle ca se chiammeno fotoni.",1,24780
Monselice è nu comune 'e 17595 'e abitante d''a pruvincia 'e Padova.,1,11275
Vallarsa è nu comune 'e 1392 crestiane d''a pruvincia 'e Trento.,1,14417
Sempe a seconna de nazziune 'o termene  pruvincia  vene sustituito cu ate termene:,1,11120
"‘O 2 settembre viene pubbrecato sulamente ‘ncopp ‘o sito d’ ‘a Red Bull ‘o videoclip d’ ‘o brano Venice Beach, pigliato pur’isso da Machete Mixtape Vol.",1,61104
"'O 2009 esegue l'assolo 'e sassofono dint'a canzona d o pate  A me me manche tu  e canta dint'a canzona  Ahi Maria  'nzieme l'  Orchestra all'italiana  Attualmente fa parte 'e l'  Orchestra all'italiana , nu gruppo ca fa 'e cover 'e Renzo Arbore Jonte 'a fore.",1,26794
"Šta spèce tè la schina é la panza rechepèrte da pénne grigge, l'ate parte, mméce, suó nére.",1,62561
Joppolo è nu comune 'e 2.268 abitante da pruvincia 'e Vibo Valentia.,1,10498
Bagnaria Arsa è nu comune 'e 3471 'e abitante d''a pruvincia 'e Udine.,1,7708
Piobesi Torinese è nu comune 'e 3232 crestiane d''a pruvincia 'e Torino.,1,12264
"'O nomme suo deriva do' latino tardo  diabŏlus , do' tiermene greco Διάβολος,  diábolos .",1,57373
'O 'ffelato 'e cuttone se fa cu 'a felatura 'e fibbre pigliàte di pile ca cummogliano 'e semmente 'e na chianta do ggenere  Gossypium .,1,63334
Priola è nu comune 'e 802 crestiane d''a pruvincia 'e Cuneo.,1,12549
La Commerciale- Napoli-1968 LA MIA RICCHEZZA-,1,1407
"La cucine abbruzzése è fije de le tradezziune pecurare e marenare ca la jènde de la reggione, a le timbe andiche, pratechéje.",1,20726
'A Serie D é 'a quinta divisione 'e pallone 'taliana.,1,26780
"Ccà se truova n'Abbazia, famusa 'n tutt''a Campania.",1,5978
pe' 130.000 abitante.,1,60705
San Pietro in Guarano è un comune di 3.678 persone d''a pruvincia di Cosenza.,1,13293
Craco è nu comune 'e 796 'e abitante d''a pruvincia 'e Matera.,1,9564
Santa Teresa Gallura è nu comune 'e 4622 crestiane d a pruvincia 'e Olbia-Tempio.,1,13481
punto nodale pe' arrivà a Cuma a Capua a Romma.,1,5888
Ortezzano è nu comune 'e 828 crestiane d''a pruvincia 'e Fermo.,1,11843
"L'allenatore è Darren Bazeley, 'a 'o 2023.",1,62027
... E' bellella 'a paparella!,1,63121
"Ha vinciuto 38 campiunati purtuesi, 27 coppe purtuesi, 7 coppe 'e Lega purtuese, 7 supercoppe purtuesi, 3 campionati d o Purtuallo, 2 coppe Campioni e 1 coppa latina.",1,64379
"Enzo Decaro, , nzieme a Massimo Troisi e a Lello Arena.",1,19127
Santa Teresa di Riva è nu comune 'e 8.897 crestiane d''a pruvincia 'e Messina.,1,13480
"'Inta 'a storia soja ha vinciuto 7 scudetti, l'urdem' 'int 'a staggione 1921-1922.",1,58705
"'O miereche ca cura li diente, li mole, li miezz'mole e tutt'a vocca se chiamma dentista.",1,1325
A Pezzulo 'o 15 aùsto s'arape cu na processione ca parte d''a chiesia d''a Maronna Assunta e passa p''e vie d''o centro storeco.,1,61099
Valsecca è nu comune 'e 413 crestiane d''a pruvincia 'e Bergamo.,1,14457
"'A cantajeno Aurelio Fierro e Luciano Rondinella pa primma vota a 'o Festival 'e Napule 1969, fenenno all'unnecesimo posto.",1,6792
"Roubaix  è na cità frangesa 'e 95.866 crestiane do departamiento do  Nord , ind'a reggiona  Hauts-de-France .",1,62495
'A canzona  La nostra storia  è stata ausata 'inta culonna sunora do film 'e Matteo Garrone  Gomorra .,1,20539
Dumenza è nu comune 'e 1326 'e abitante d''a pruvincia 'e Varese.,1,9749
"'Into 2000 è ghiuta ô Festival 'e Sanremo, e 'o stess'anno ha cantato  'O surdato nnammurato  e  Magicamente Napoli  a 'o Festival 'e Napule nncopp a Rete 4.",1,20499
Soraga di Fassa è nu comune 'e 677 crestiane d''a pruvincia 'e Trento.,1,13832
Brallo di Pregola è nu comune 'e 585 'e abitante d''a pruvincia 'e Pavia.,1,8120
"Guglielmo Cottrau ,  , musecista, autore 'e paricchie d' ' e cchiù belle e famose canzone napulitane, musecate ncoppe 'e parole de' cchiù gruosse puete napulitane.",1,6830
Arena Po è nu comune 'e 1572 'e abitante d''a pruvincia 'e Pavia.,1,7584
Celtis australis  L. Arrappresendazione.,1,61233
"Voce 'e notte ,  Io te vurria vasà ,  Let's Twist Again ,  St. Tropez Twist ,  Nun è peccato ,  Malatia ,  Nessuno al mondo ,  Luna caprese ,  Roberta ,   Un grande amore e niente più, Non lo faccio più  ,  Champagne ... e tanti ate ancora Tene ’o record de participazione ô Festival 'e Sanremo, 'a bellezza 'e quinnece vote, “ 15”:",1,1486
"Ischia è n'isula 'e ll'Italia apparteniente all'arcipelago dde isule Flegree, int'a Campania.",1,60077
Ammancano 220 journe pa fine 'e ll'anno.,1,5381
Storia e descrizzione.,1,57383
Scorzè è nu comune 'e 18864 crestiane d''a pruvincia 'e Venezia.,1,13612
"'A contea è gruossa 1740,1 km² cu na populazzione 'e 274 534 abbetante .",1,65509
"'E mellunare se mettevano p' 'a via quanno veneva â stagione cu' bancarelle o puteche 'e lignamme cu' vetrine piccerelle, e vennevano felle fresche 'e mellone russo.",1,24656
Gargano tene paricchije contrannomme:,1,25182
Averara è nu comune 'e 202 'e abitante d''a pruvincia 'e Bergamo.,1,7672
'O sinnaco d o cumune 'e San Vitaliano è Antonio Falcone è 15 'e abbrile è 2008 e è 'o sojo primmo mannato.,1,5962
Palù  è nu comune 'e 1119 crestiane d a pruvincia 'e Verona.,1,11974
"Pe' monoteismo  se 'ntenne 'a fede 'n 'na sola divinità identificata cu 'o termene Dio.  'E religgiune ca propriamente hanno chista definizzione song, 'n ordene 'e apparizzione storica:",1,27640
E' stato vice-campione d'Europa cu 'a Nazziunale 'taliana dint'a l'Europeje d' 'o 2012.,1,57520
"Chest'è 'o primmo periodo overo storeco, addò se ponno cuntrullà 'e fatte pe' mmiezo d''e libbre e scritte.",1,27564
"Gl mmiérn quann le frunn suó cchiù tènnere, chess viéve addeprate pe fà menèštr é frettiate.",1,61928
Puerto Montt è na cità d'o Cile 'e 175.847 crestiane .,1,58729
Chesta fà 'e ffatiche grafeche e mmosta 'o risultato ncopp''o monitor.,1,16149
Ammancano 47 journe pa fine 'e ll'anno.,1,1841
Allein è nu comune 'e 211 crestiane da Valle d'Aosta.,1,7451
'O ccatalano  e una d e llengue rumanze cchiú parlate d'Europa.,1,64820
Ammancano 100 journe pa fine 'e ll'anno.,1,1797
Castronovo di Sicilia è nu comune 'e 3409 'e abitante d''a pruvincia 'e Palermo.,1,8984
Milena Markovna  Mila  Kunis  è n'attrìce e reggista mmerecana.,1,25349
Cherasco  è nu comune 'e 7.928 abitante d''a pruvincia 'e Cuneo.,1,9183
Martina Franca è nu comune 'e 47023 'e abitante d''a pruvincia 'e Taranto.,1,10951
Viganò è nu comune 'e 1767 crestiane d''a pruvincia 'e Lecco.,1,14628
Levone è nu comune 'e 490 'e abitante d''a pruvincia 'e Torino.,1,10642
'E culure d a squatra so' niro e russo.  ,1,57398
