article_id,title,url,n_sentences
1647,L'Isoa do Canton,https://lij.wikipedia.org/wiki?curid=1647,1
1648,Coëgia,https://lij.wikipedia.org/wiki?curid=1648,1
1649,Lòrsega,https://lij.wikipedia.org/wiki?curid=1649,1
1650,Mezànego,https://lij.wikipedia.org/wiki?curid=1650,2
1651,Moconexi,https://lij.wikipedia.org/wiki?curid=1651,1
1652,Né,https://lij.wikipedia.org/wiki?curid=1652,2
1653,Monegia,https://lij.wikipedia.org/wiki?curid=1653,1
1654,Oê,https://lij.wikipedia.org/wiki?curid=1654,1
1655,A Ceive de Söi,https://lij.wikipedia.org/wiki?curid=1655,50
1657,Propâ,https://lij.wikipedia.org/wiki?curid=1657,1
1658,Ronco,https://lij.wikipedia.org/wiki?curid=1658,4
1659,Roegno,https://lij.wikipedia.org/wiki?curid=1659,2
1660,Roscigion,https://lij.wikipedia.org/wiki?curid=1660,1
1661,A Særa,https://lij.wikipedia.org/wiki?curid=1661,3
1662,San Comban,https://lij.wikipedia.org/wiki?curid=1662,1
1663,Airöre,https://lij.wikipedia.org/wiki?curid=1663,1
1664,A Còsta,https://lij.wikipedia.org/wiki?curid=1664,1
1665,Purnasce,https://lij.wikipedia.org/wiki?curid=1665,1
1666,Puntedasce,https://lij.wikipedia.org/wiki?curid=1666,1
1667,Ransu,https://lij.wikipedia.org/wiki?curid=1667,34
1668,Prebüna,https://lij.wikipedia.org/wiki?curid=1668,1
1669,Carpaxe,https://lij.wikipedia.org/wiki?curid=1669,1
1670,L'Isura,https://lij.wikipedia.org/wiki?curid=1670,1
1671,Preinaudu,https://lij.wikipedia.org/wiki?curid=1671,44
1672,U Castelà (cumüna),https://lij.wikipedia.org/wiki?curid=1672,1
1673,Cairònega,https://lij.wikipedia.org/wiki?curid=1673,1
1674,Campurussu,https://lij.wikipedia.org/wiki?curid=1674,1
1675,Cexi,https://lij.wikipedia.org/wiki?curid=1675,1
1676,U Sèrvu,https://lij.wikipedia.org/wiki?curid=1676,37
1677,Seriana,https://lij.wikipedia.org/wiki?curid=1677,6
1678,I Spiareti,https://lij.wikipedia.org/wiki?curid=1678,1
1679,Avrigâ,https://lij.wikipedia.org/wiki?curid=1679,1
1680,U Tersö,https://lij.wikipedia.org/wiki?curid=1680,1
1681,Ciüxavéja,https://lij.wikipedia.org/wiki?curid=1681,1
1682,Baiardu,https://lij.wikipedia.org/wiki?curid=1682,1
1683,Valebona,https://lij.wikipedia.org/wiki?curid=1683,24
1684,Ressu,https://lij.wikipedia.org/wiki?curid=1684,1
1685,U Soudàn,https://lij.wikipedia.org/wiki?curid=1685,1
1686,Vesargu,https://lij.wikipedia.org/wiki?curid=1686,44
1687,Vaxìa,https://lij.wikipedia.org/wiki?curid=1687,1
1688,U Seburca,https://lij.wikipedia.org/wiki?curid=1688,9
1689,Valecrösa,https://lij.wikipedia.org/wiki?curid=1689,2
1690,Vìlla Faròdi,https://lij.wikipedia.org/wiki?curid=1690,1
1691,Mègia,https://lij.wikipedia.org/wiki?curid=1691,12
1692,Arcoa,https://lij.wikipedia.org/wiki?curid=1692,2
1693,Bolan,https://lij.wikipedia.org/wiki?curid=1693,2
1694,Bonasseua,https://lij.wikipedia.org/wiki?curid=1694,1
1695,Brignê,https://lij.wikipedia.org/wiki?curid=1695,2
1696,O Cäro,https://lij.wikipedia.org/wiki?curid=1696,1
1697,Maissann-a,https://lij.wikipedia.org/wiki?curid=1697,2
1698,Careu,https://lij.wikipedia.org/wiki?curid=1698,1
1699,Folo,https://lij.wikipedia.org/wiki?curid=1699,1
1700,Framûa,https://lij.wikipedia.org/wiki?curid=1700,1
1701,Lerze,https://lij.wikipedia.org/wiki?curid=1701,1
1702,Levanto,https://lij.wikipedia.org/wiki?curid=1702,2
1703,Luni,https://lij.wikipedia.org/wiki?curid=1703,5
1704,Pòrtivene,https://lij.wikipedia.org/wiki?curid=1704,3
1705,Rimazô,https://lij.wikipedia.org/wiki?curid=1705,2
1706,Pignon,https://lij.wikipedia.org/wiki?curid=1706,3
1707,Sarzànn-a,https://lij.wikipedia.org/wiki?curid=1707,1
1708,Vernassa,https://lij.wikipedia.org/wiki?curid=1708,1
1709,Arasce,https://lij.wikipedia.org/wiki?curid=1709,106
1710,Andôa,https://lij.wikipedia.org/wiki?curid=1710,2
1711,Löa,https://lij.wikipedia.org/wiki?curid=1711,155
1712,L'Aigheuja,https://lij.wikipedia.org/wiki?curid=1712,2
1713,Spoturnu,https://lij.wikipedia.org/wiki?curid=1713,18
1714,Bormia,https://lij.wikipedia.org/wiki?curid=1714,1
1715,Arnascu,https://lij.wikipedia.org/wiki?curid=1715,31
1717,Barestin,https://lij.wikipedia.org/wiki?curid=1717,85
1718,Bardenèi,https://lij.wikipedia.org/wiki?curid=1718,1
1719,Berzezzi,https://lij.wikipedia.org/wiki?curid=1719,31
1720,Buinzan,https://lij.wikipedia.org/wiki?curid=1720,98
1721,Carizan,https://lij.wikipedia.org/wiki?curid=1721,3
1722,Còiri,https://lij.wikipedia.org/wiki?curid=1722,11
1723,Borṡi e Veressi,https://lij.wikipedia.org/wiki?curid=1723,51
1724,Còrcre,https://lij.wikipedia.org/wiki?curid=1724,3
1725,Côrxi,https://lij.wikipedia.org/wiki?curid=1725,46
1726,Castergiancu,https://lij.wikipedia.org/wiki?curid=1726,25
1727,O Dê,https://lij.wikipedia.org/wiki?curid=1727,1
1728,Finô,https://lij.wikipedia.org/wiki?curid=1728,90
1729,Palëre,https://lij.wikipedia.org/wiki?curid=1729,1
1730,Cengë,https://lij.wikipedia.org/wiki?curid=1730,1
1731,U Sejô,https://lij.wikipedia.org/wiki?curid=1731,3
1732,Cosceria,https://lij.wikipedia.org/wiki?curid=1732,1
1733,Garlenda,https://lij.wikipedia.org/wiki?curid=1733,48
1734,Oseria,https://lij.wikipedia.org/wiki?curid=1734,2
1735,Ciòi,https://lij.wikipedia.org/wiki?curid=1735,1
1736,O Ponte,https://lij.wikipedia.org/wiki?curid=1736,1
1737,Riôtu,https://lij.wikipedia.org/wiki?curid=1737,35
1739,Sascê,https://lij.wikipedia.org/wiki?curid=1739,60
1740,Magiö,https://lij.wikipedia.org/wiki?curid=1740,1
1741,Màllae,https://lij.wikipedia.org/wiki?curid=1741,2
1742,Mascimin,https://lij.wikipedia.org/wiki?curid=1742,1
1743,Merexo,https://lij.wikipedia.org/wiki?curid=1743,1
1744,Mieuja,https://lij.wikipedia.org/wiki?curid=1744,1
1745,Moriaodo,https://lij.wikipedia.org/wiki?curid=1745,1
1746,Naxin,https://lij.wikipedia.org/wiki?curid=1746,43
1747,Nöi,https://lij.wikipedia.org/wiki?curid=1747,22
1748,Unsu,https://lij.wikipedia.org/wiki?curid=1748,30
1749,Utuê,https://lij.wikipedia.org/wiki?curid=1749,48
1750,Ròcavignâ,https://lij.wikipedia.org/wiki?curid=1750,1
1751,A Steja,https://lij.wikipedia.org/wiki?curid=1751,1
1752,Staanéllu,https://lij.wikipedia.org/wiki?curid=1752,1
1753,U Téstegu,https://lij.wikipedia.org/wiki?curid=1753,1
1754,Tuiran,https://lij.wikipedia.org/wiki?curid=1754,146
1756,Süccaellu,https://lij.wikipedia.org/wiki?curid=1756,32
1757,Çittæ metropolitann-a de Zena,https://lij.wikipedia.org/wiki?curid=1757,5
1758,Pruvincia de Imper̂ia,https://lij.wikipedia.org/wiki?curid=1758,3
1760,Pruvincia de Sann-a,https://lij.wikipedia.org/wiki?curid=1760,28
1761,A Prìa,https://lij.wikipedia.org/wiki?curid=1761,80
1762,Vuè,https://lij.wikipedia.org/wiki?curid=1762,32
1763,Santa Margaita (comun),https://lij.wikipedia.org/wiki?curid=1763,2
1764,Sant'Orçeise,https://lij.wikipedia.org/wiki?curid=1764,2
1765,San Steva d'Aveto,https://lij.wikipedia.org/wiki?curid=1765,2
1767,Stati de l'Africa,https://lij.wikipedia.org/wiki?curid=1767,1
1768,Stati de l'Asia,https://lij.wikipedia.org/wiki?curid=1768,1
1769,Americhe,https://lij.wikipedia.org/wiki?curid=1769,1
1770,America do Nòrd,https://lij.wikipedia.org/wiki?curid=1770,1
1771,Africa,https://lij.wikipedia.org/wiki?curid=1771,1
1772,Asia,https://lij.wikipedia.org/wiki?curid=1772,1
1775,Sigmund Freud,https://lij.wikipedia.org/wiki?curid=1775,2
1776,Carl Gustav Jung,https://lij.wikipedia.org/wiki?curid=1776,2
1784,Inéia,https://lij.wikipedia.org/wiki?curid=1784,3
1785,U Portu,https://lij.wikipedia.org/wiki?curid=1785,1
1786,Turin,https://lij.wikipedia.org/wiki?curid=1786,5
1788,Provinsa de Lisciandria,https://lij.wikipedia.org/wiki?curid=1788,2
1789,Provinsa de Asti,https://lij.wikipedia.org/wiki?curid=1789,1
1790,Provinsa de Biella,https://lij.wikipedia.org/wiki?curid=1790,1
1791,Provinsa de Cuneo,https://lij.wikipedia.org/wiki?curid=1791,1
1792,Provinsa de Novæa,https://lij.wikipedia.org/wiki?curid=1792,1
1793,Çittæ metropolitann-a de Turin,https://lij.wikipedia.org/wiki?curid=1793,1
1794,Provinsa do Verbàn Cûsio Òssola,https://lij.wikipedia.org/wiki?curid=1794,2
1795,Provinsa de Verçelli,https://lij.wikipedia.org/wiki?curid=1795,1
1796,Stati de l'Euròpa,https://lij.wikipedia.org/wiki?curid=1796,1
1797,Euròpa,https://lij.wikipedia.org/wiki?curid=1797,5
1798,Oçeania,https://lij.wikipedia.org/wiki?curid=1798,2
1799,Albania,https://lij.wikipedia.org/wiki?curid=1799,21
1801,Andora,https://lij.wikipedia.org/wiki?curid=1801,13
1802,Armenia,https://lij.wikipedia.org/wiki?curid=1802,3
1803,Austria,https://lij.wikipedia.org/wiki?curid=1803,19
1804,Azerbaijan,https://lij.wikipedia.org/wiki?curid=1804,1
1805,Belgio,https://lij.wikipedia.org/wiki?curid=1805,27
1807,Liechtenstein,https://lij.wikipedia.org/wiki?curid=1807,16
1808,Fransa,https://lij.wikipedia.org/wiki?curid=1808,33
1809,Mâta,https://lij.wikipedia.org/wiki?curid=1809,20
1810,Portogallo,https://lij.wikipedia.org/wiki?curid=1810,25
1811,Romania,https://lij.wikipedia.org/wiki?curid=1811,19
1812,Spagna,https://lij.wikipedia.org/wiki?curid=1812,29
1814,Regno Unïo,https://lij.wikipedia.org/wiki?curid=1814,27
1816,Léngoa latìnn-a,https://lij.wikipedia.org/wiki?curid=1816,12
1819,Ballabanastra,https://lij.wikipedia.org/wiki?curid=1819,2
1820,Ballaneuo,https://lij.wikipedia.org/wiki?curid=1820,4
1822,Algerîa,https://lij.wikipedia.org/wiki?curid=1822,3
1823,Angòla,https://lij.wikipedia.org/wiki?curid=1823,3
1824,Benin,https://lij.wikipedia.org/wiki?curid=1824,3
1825,Botswana,https://lij.wikipedia.org/wiki?curid=1825,2
1826,Borkinn-a Fäso,https://lij.wikipedia.org/wiki?curid=1826,3
1827,Burundi,https://lij.wikipedia.org/wiki?curid=1827,2
1828,Cameron,https://lij.wikipedia.org/wiki?curid=1828,1
1829,Gabòn,https://lij.wikipedia.org/wiki?curid=1829,2
1830,Ghana,https://lij.wikipedia.org/wiki?curid=1830,1
1831,Gibuti,https://lij.wikipedia.org/wiki?curid=1831,2
1832,Kenya,https://lij.wikipedia.org/wiki?curid=1832,2
1833,Libia,https://lij.wikipedia.org/wiki?curid=1833,1
1834,Madagascar,https://lij.wikipedia.org/wiki?curid=1834,1
1835,Mali,https://lij.wikipedia.org/wiki?curid=1835,16
1836,Niger,https://lij.wikipedia.org/wiki?curid=1836,2
1837,Nigeria,https://lij.wikipedia.org/wiki?curid=1837,5
1838,Ruanda,https://lij.wikipedia.org/wiki?curid=1838,1
1839,Seychelles,https://lij.wikipedia.org/wiki?curid=1839,2
1840,Særa Lion,https://lij.wikipedia.org/wiki?curid=1840,1
1841,Somalia,https://lij.wikipedia.org/wiki?curid=1841,4
1842,Sudan,https://lij.wikipedia.org/wiki?curid=1842,4
1843,Swaziland,https://lij.wikipedia.org/wiki?curid=1843,2
1844,Tògo,https://lij.wikipedia.org/wiki?curid=1844,1
1845,Tunixia,https://lij.wikipedia.org/wiki?curid=1845,1
1846,Tanzania,https://lij.wikipedia.org/wiki?curid=1846,7
1847,Uganda,https://lij.wikipedia.org/wiki?curid=1847,1
1848,Zambia,https://lij.wikipedia.org/wiki?curid=1848,1
1849,Zimbabwe,https://lij.wikipedia.org/wiki?curid=1849,1
1851,Senegal,https://lij.wikipedia.org/wiki?curid=1851,1
1852,Mauritius,https://lij.wikipedia.org/wiki?curid=1852,1
1853,Namibia,https://lij.wikipedia.org/wiki?curid=1853,2
1855,Ciad,https://lij.wikipedia.org/wiki?curid=1855,2
1856,Gambia,https://lij.wikipedia.org/wiki?curid=1856,1
1859,Verdûa,https://lij.wikipedia.org/wiki?curid=1859,5
1860,Lìsta de çitæ da Frànsa,https://lij.wikipedia.org/wiki?curid=1860,1
1861,Marseggia,https://lij.wikipedia.org/wiki?curid=1861,8
1863,Caròttoa,https://lij.wikipedia.org/wiki?curid=1863,2
1865,Çiòula,https://lij.wikipedia.org/wiki?curid=1865,2
1868,Frûta,https://lij.wikipedia.org/wiki?curid=1868,5
1869,Çëxa,https://lij.wikipedia.org/wiki?curid=1869,6
1873,Stati de l'America do Sud,https://lij.wikipedia.org/wiki?curid=1873,1
1875,Argentinn-a,https://lij.wikipedia.org/wiki?curid=1875,41
1876,Bolivia,https://lij.wikipedia.org/wiki?curid=1876,2
1877,Braxî,https://lij.wikipedia.org/wiki?curid=1877,14
1878,Ceuta,https://lij.wikipedia.org/wiki?curid=1878,6
1879,Melilla,https://lij.wikipedia.org/wiki?curid=1879,4
1880,Ecuadòr,https://lij.wikipedia.org/wiki?curid=1880,2
1881,Guyana,https://lij.wikipedia.org/wiki?curid=1881,1
1882,Paraguay,https://lij.wikipedia.org/wiki?curid=1882,9
1883,Perù,https://lij.wikipedia.org/wiki?curid=1883,7
1884,Suriname,https://lij.wikipedia.org/wiki?curid=1884,3
1885,Uruguay,https://lij.wikipedia.org/wiki?curid=1885,10
1888,Nicolò Paganìn,https://lij.wikipedia.org/wiki?curid=1888,12
1891,Venezuela,https://lij.wikipedia.org/wiki?curid=1891,3
1892,Cile,https://lij.wikipedia.org/wiki?curid=1892,7
1893,Canada,https://lij.wikipedia.org/wiki?curid=1893,3
1894,Méscico,https://lij.wikipedia.org/wiki?curid=1894,5
1896,Stati Unïi d'America,https://lij.wikipedia.org/wiki?curid=1896,27
1897,Guatemala,https://lij.wikipedia.org/wiki?curid=1897,10
1898,Nicaragua,https://lij.wikipedia.org/wiki?curid=1898,1
1899,Belize,https://lij.wikipedia.org/wiki?curid=1899,1
1900,Còsta Rica,https://lij.wikipedia.org/wiki?curid=1900,1
1901,El Salvador,https://lij.wikipedia.org/wiki?curid=1901,1
1902,Honduras,https://lij.wikipedia.org/wiki?curid=1902,4
1903,Panamá,https://lij.wikipedia.org/wiki?curid=1903,4
1904,Bahamas,https://lij.wikipedia.org/wiki?curid=1904,2
1905,Barbados,https://lij.wikipedia.org/wiki?curid=1905,2
1906,Cuba,https://lij.wikipedia.org/wiki?curid=1906,1
1907,Haiti,https://lij.wikipedia.org/wiki?curid=1907,1
1908,Grenada,https://lij.wikipedia.org/wiki?curid=1908,3
1909,Lion,https://lij.wikipedia.org/wiki?curid=1909,7
1915,Dominica,https://lij.wikipedia.org/wiki?curid=1915,2
1916,Giamaica,https://lij.wikipedia.org/wiki?curid=1916,1
1917,Pòrto Ricco,https://lij.wikipedia.org/wiki?curid=1917,8
1918,Aruba,https://lij.wikipedia.org/wiki?curid=1918,1
1919,Montserrat,https://lij.wikipedia.org/wiki?curid=1919,1
1920,Anguilla,https://lij.wikipedia.org/wiki?curid=1920,2
1921,Saint Kitts e Nevis,https://lij.wikipedia.org/wiki?curid=1921,1
1922,Trinidad e Tobago,https://lij.wikipedia.org/wiki?curid=1922,1
1923,Antigua e Barbuda,https://lij.wikipedia.org/wiki?curid=1923,1
1924,Turks e Caicos,https://lij.wikipedia.org/wiki?curid=1924,1
1927,E lettiatùe,https://lij.wikipedia.org/wiki?curid=1927,1
1951,Aggio,https://lij.wikipedia.org/wiki?curid=1951,3
1957,Zena (Genoa CFC),https://lij.wikipedia.org/wiki?curid=1957,57
1959,Spezia Calcio,https://lij.wikipedia.org/wiki?curid=1959,2
1961,F.C. Vado 1913,https://lij.wikipedia.org/wiki?curid=1961,1
1963,U.S Sanremese Calcio 1904,https://lij.wikipedia.org/wiki?curid=1963,9
1964,Sarzanese Calcio 1906,https://lij.wikipedia.org/wiki?curid=1964,1
1967,Virtus Entella,https://lij.wikipedia.org/wiki?curid=1967,5
1968,U.S. Sestri Levante 1919,https://lij.wikipedia.org/wiki?curid=1968,2
1979,Fluricultüra in te l'estremu punente ligure,https://lij.wikipedia.org/wiki?curid=1979,2
1980,Association Sportive de Monaco Football Club,https://lij.wikipedia.org/wiki?curid=1980,7
1982,Fauna,https://lij.wikipedia.org/wiki?curid=1982,3
1985,Bestie de Marina (Ventemigliusu),https://lij.wikipedia.org/wiki?curid=1985,1
1988,Baléna cumüne,https://lij.wikipedia.org/wiki?curid=1988,1
1993,Trattùgoa de mâ,https://lij.wikipedia.org/wiki?curid=1993,45
1994,Balenn-a,https://lij.wikipedia.org/wiki?curid=1994,1
1995,Drafin,https://lij.wikipedia.org/wiki?curid=1995,1
1996,Coniggio,https://lij.wikipedia.org/wiki?curid=1996,2
1998,Can,https://lij.wikipedia.org/wiki?curid=1998,12
1999,Cavallo,https://lij.wikipedia.org/wiki?curid=1999,7
2008,Pòrco sarvægo,https://lij.wikipedia.org/wiki?curid=2008,6
2012,Ratto,https://lij.wikipedia.org/wiki?curid=2012,2
2014,Lion (bestia),https://lij.wikipedia.org/wiki?curid=2014,1
2016,Puma concolor,https://lij.wikipedia.org/wiki?curid=2016,2
2017,Elefante,https://lij.wikipedia.org/wiki?curid=2017,1
2021,Rattopennugo,https://lij.wikipedia.org/wiki?curid=2021,4
2025,Foin,https://lij.wikipedia.org/wiki?curid=2025,2
2031,Çigheugna,https://lij.wikipedia.org/wiki?curid=2031,6
2034,Annia,https://lij.wikipedia.org/wiki?curid=2034,42
2042,Òca,https://lij.wikipedia.org/wiki?curid=2042,8
2048,Capibara,https://lij.wikipedia.org/wiki?curid=2048,2
2072,Testüze,https://lij.wikipedia.org/wiki?curid=2072,2
2073,Ancioa,https://lij.wikipedia.org/wiki?curid=2073,12
2074,Poeti in lengua ligure,https://lij.wikipedia.org/wiki?curid=2074,1
2075,Plinio Guidoni,https://lij.wikipedia.org/wiki?curid=2075,8
2076,Doardo Firpo,https://lij.wikipedia.org/wiki?curid=2076,38
2078,Luì Notari,https://lij.wikipedia.org/wiki?curid=2078,20
2080,Emilio Azaretti,https://lij.wikipedia.org/wiki?curid=2080,39
2081,Carlo Malinverni,https://lij.wikipedia.org/wiki?curid=2081,13
2083,Giobatta Vigo,https://lij.wikipedia.org/wiki?curid=2083,4
2084,Nicolin Baçigalô,https://lij.wikipedia.org/wiki?curid=2084,28
2085,Martin Piaggio,https://lij.wikipedia.org/wiki?curid=2085,15
2149,Prelà,https://lij.wikipedia.org/wiki?curid=2149,1
2150,A Riva (cumüna),https://lij.wikipedia.org/wiki?curid=2150,1
2151,A Rucheta (Nervina),https://lij.wikipedia.org/wiki?curid=2151,1
2152,San Bertumé (cumüna),https://lij.wikipedia.org/wiki?curid=2152,61
2153,San Giacumu (Campurussu),https://lij.wikipedia.org/wiki?curid=2153,1
2154,San Luensu (cumüna),https://lij.wikipedia.org/wiki?curid=2154,1
2155,San Steva a Mâ,https://lij.wikipedia.org/wiki?curid=2155,1
2156,I Moin,https://lij.wikipedia.org/wiki?curid=2156,1
2157,Dussaiga,https://lij.wikipedia.org/wiki?curid=2157,10
2158,U Duseu,https://lij.wikipedia.org/wiki?curid=2158,1
2159,Aèntìn,https://lij.wikipedia.org/wiki?curid=2159,1
2160,Aquila (cumüne),https://lij.wikipedia.org/wiki?curid=2160,54
2161,U Burghettu (Aròscia),https://lij.wikipedia.org/wiki?curid=2161,35
2162,Burgumau,https://lij.wikipedia.org/wiki?curid=2162,1
2163,Büssana,https://lij.wikipedia.org/wiki?curid=2163,1
2164,U Castéllu de Diàn,https://lij.wikipedia.org/wiki?curid=2164,1
2165,Cuxe,https://lij.wikipedia.org/wiki?curid=2165,1
2166,A Maina de Dian,https://lij.wikipedia.org/wiki?curid=2166,1
2167,Dian San Pê,https://lij.wikipedia.org/wiki?curid=2167,1
2168,Muntautu Carpaxe,https://lij.wikipedia.org/wiki?curid=2168,2
2169,Muntegrossu Cian de Laite,https://lij.wikipedia.org/wiki?curid=2169,1
2170,L'Aoriveta,https://lij.wikipedia.org/wiki?curid=2170,4
